"viability_predict_ratio","gene_GRIN1","gene_GRIA1","organelle_disruption","dna_damage","restoration_efficiency_index","thawing_rate","ice_crystal_formation","osmotic_stress_level","temperature_transition_stress","cooling_rate","target_temperature","nucleation_temperature","cellular_complexity_factor","dendritic_complexity","thaw_cool_efficiency","dendrite_soma_ratio","dendrite_length","soma_diameter","ice_cooling_interaction","membrane_thawing_interaction","membrane_integrity_loss","cryoprot_cooling_interaction","cryoprotectant_concentration","specimen_id","brain_region","cell_type","age","sex","input_resistance","resting_potential","threshold_voltage","capacitance","time_constant","axon_length","dendrite_branches","gene_GRIA2","gene_GRIA3","gene_GRIN2A","gene_GRIN2B","gene_GABRA1","gene_GABRB2","gene_SLC6A1","cryoprotectant_type","penetration_time","freezing_duration","sample_volume","thawing_method","post_thaw_dilution_ratio","rewarming_protocol","intracellular_ice_damage","protein_denaturation","viability_post_thaw","metabolic_activity_recovery","electrophysiological_recovery","morphological_integrity","functional_connectivity","restoration_score","restoration_success","experiment_date","lab_id","protocol_version","experimental_group","pretreatment"
1.3880272422749618,4.376884703298932,2.511423477375189,3.6296860699989457,1.3319745831048486,1.2782888476801981,53.158280053872375,4.876505899499762,8.52751954257675,11.443151002664493,9.606451509728902,-115.55845682867258,-5.630381603070446,3.432534379293956,0.9966262511088848,5.533602079814435,143.89317396104323,987.7796172497268,6.864673215959169,46.84591746045138,2814.057652812492,52.93733450293411,120.47172189644888,12.540709935863575,1.0,"thalamus","purkinje",31.0,"M",305.7266683107732,-65.26087098581392,-55.83517351243294,102.24209893649034,19.8658407814547,2486.3088213538713,15.0,2.8557849038391723,2.966036774125727,3.725329831984233,1.326175619025153,4.210966287586621,1.8284923547710739,3.9318637979354794,"Glycerol",27.857879478811412,3.5697400291894366,4.745008492081834,"Microwave",7.1097768017696215,"Standard",3.458182656967149,81.98443517257338,0.0,3.3639210293383286,23.484570263225507,0.0,43.391559353063506,11.878432161472293,0.0,11/9/23 12:00 AM,"Lab_B","v1.0","Treatment_C","None"
1.3545306575169072,2.958186631995402,4.490551343328984,1.9061759282855189,3.5919524480180725,2.3885841794464,53.32880825308053,4.352712315529398,5.12910878761322,12.379300055090159,7.385898048480935,-99.79801463279675,-8.365766514346422,14.33319430120311,3.8484893276377896,7.220355318071134,51.14636226397441,889.5883996445197,17.392994540906237,32.14868939686751,3496.67014276639,65.56812832142008,38.11984424695725,5.161165777910703,2.0,"striatum","pyramidal",63.0,"F",347.5072735499416,-66.58982774978037,-53.099916055469045,134.89278346517364,17.430806915786142,1944.732201496159,32.0,2.8674486587337054,4.0492148533667915,3.8619738352694735,3.1115873132202774,3.2693563351978656,3.6891293188030048,5.360220720175901,"Trehalose",42.593247383359376,7.47947893266385,0.7598287404585076,"Infrared",8.01188145813853,"Standard",5.0,26.60341195000369,0.0,36.4017644638794,60.96047529121554,0.0,0.0,19.47244795101899,0.0,11/10/23 12:00 AM,"Lab_B","v1.1","Control","Antioxidant"
1.4590629947724263,3.1665145757528688,4.8060857743417635,2.6127241565565344,2.8504678479416246,5.830067734741368,38.67892786606162,1.9147370434904816,3.464385573575987,20.530447010340264,8.896061848726534,-191.9987158512431,-9.358589465253342,10.192756680131339,2.5569466002420036,4.347870835857384,51.99276531702032,1336.9159492033798,25.713499581175917,17.03361916293911,1907.6429282580852,49.31995361567208,179.4580465889296,20.172751678274235,3.0,"cerebellum","glial",55.0,"F",290.10234367158347,,-59.622379127292604,94.37960705456828,14.263390161758299,,8.0,3.1885338682127076,2.31898234514734,4.252399379628759,2.613746293106431,4.801517648532427,4.143857437413709,6.231379321271657,"Glycerol",47.14266155571982,5.836790215698652,3.8593581705461335,"Microwave",5.5083646397485495,"Controlled",5.0,53.39564085805625,0.0,27.48101304615148,48.46584139320491,47.86692592602077,0.0,22.369409776774393,0.0,11/11/23 12:00 AM,"Lab_D","v1.0","Treatment_B","Membrane stabilizer"
1.9642343468904777,3.6399427774256616,3.837726516588562,1.457548747227908,2.3483642648838616,1.943376502111607,80.27431415444207,4.185346212785353,9.869104639042105,16.093892514321478,9.230463549251075,-158.2118569443639,-9.657768725354735,15.779562899452129,4.220449522174901,8.696672028021304,120.73264073060005,1368.7797384003902,11.337279878228232,38.632685658111235,3153.772578457876,39.28744345781942,161.6967948753675,17.517732886609682,4.0,"striatum","granule",67.0,"F",365.8639113365593,-65.9953168018527,-55.39755003862569,108.49932232495091,18.437891042524754,2127.29988493546,24.0,4.274737978985571,3.211580792076755,3.2898057419983937,0.11316249189227623,3.794157002764912,2.74576487144466,5.289374316196075,"Trehalose",11.145108073245616,4.134378011994286,3.1264264476633703,"Water bath",4.274494392415468,"Controlled",4.966192680420534,24.227619398468835,24.23291644047483,15.0,34.4326756200688,30.01096581786127,18.133010027533057,24.37800643296536,0.0,11/12/23 12:00 AM,"Lab_B","v1.0","Treatment_B","Membrane stabilizer"
2.2474332346924446,3.7606416899372506,4.243909071182689,0.10626088131676603,3.4543803000798157,2.3131251914607525,71.7576201717001,3.6827899116547473,8.423216122907505,14.357915676834692,5.359783866933466,-84.7178234448714,-7.762498637381727,9.426088450083766,2.3551823784711527,13.388155558734374,53.405647608217606,752.943901046745,14.09858198088564,19.73895795379244,2814.7875405035197,39.22632235807649,114.46604459287826,21.356466498409123,5.0,"striatum","granule",23.0,"M",320.06718135123947,-72.15897894320103,-54.763311710204476,84.4068743907858,20.802886748078205,2545.2423624538196,20.0,3.2308004605786484,1.7842927711856802,3.504781118239167,1.625775374957466,3.576784700131709,4.197750027575538,4.906165209019565,"Ethylene glycol",57.94836730786231,1.5634248302872302,4.118314185762516,"Water bath",4.888384421738287,"Customized",5.0,17.285473941878614,0.0,55.465815186022205,26.14854066273347,39.76491363716525,20.0,25.28760821532592,0.0,11/13/23 12:00 AM,"Lab_D","v2.1","Treatment_C","Calcium chelator"
5.231724393642181,4.957811083830422,5.867283410086998,0.07583107305450698,1.99229445409913,1.2826492880186418,50.60259095509449,3.965571883448459,9.948279871778825,11.843159777769547,6.476067060939136,-85.8769882111088,-9.179891276856184,21.555438771343976,3.982494339140577,7.813784273530405,36.38141667557408,775.5693524238005,21.317733702890845,25.681309452186937,557.2721086842856,11.012718877948707,91.39165565350572,14.112215762054266,6.0,"hippocampus","pyramidal",24.0,"M",409.12535120885434,-74.43021227165836,-54.930583830705494,94.2421398711741,20.2665371029938,2599.9377418903414,16.0,,2.957871723824682,3.0681204407136144,2.4896967745931597,4.391056907745248,3.875800260100208,4.4651029621789045,"Ethylene glycol",27.222065304368243,22.521694528343527,3.0433218224805056,"Conduction",4.495670504847567,"Rapid",3.2104324764382453,82.30011748913448,46.78340870307649,100.0,0.0,7.587572370547562,11.378078087384441,36.879870179612745,0.0,11/14/23 12:00 AM,"Lab_C","v1.0","Treatment_B","Membrane stabilizer"
4.001301451941766,4.0488732151944165,5.078120069596099,2.1492254435595113,0.13078072266206553,17.205112179927113,47.740299165886306,1.1034551641952768,2.513717059854292,41.6306195161126,4.478167730242038,-194.69837676261434,-8.269479855574483,19.60516239532384,4.296083449079435,10.660676875384928,28.759495922041108,944.7360729747104,32.84953517737667,4.941457308068219,3150.200413055751,65.98618919645949,94.01829351596683,20.994812874256784,7.0,"cerebellum","purkinje",75.0,"F",281.5239191588885,-74.21630302146872,-59.958756093516655,102.11498958888706,28.617326700335514,1454.551705013616,26.0,4.264845151194953,1.5388683614599685,3.707454835552901,2.1388656171883382,4.553004067985519,1.735409057487032,6.446098618575219,"Glycerol",19.488944671561214,22.183790890542777,4.81789950288975,"Microwave",9.639864174139078,"Customized",1.655065556135219,79.83441605448303,0.0,,39.22928925594133,24.482915188737575,27.61908193539369,21.030851061602224,0.0,11/15/23 12:00 AM,"Lab_C","v1.0","Control","Calcium chelator"
2.483606051513319,5.234850537734538,5.345622118609318,2.0539920540035923,2.2051331175778364,2.221613319784128,16.533067885220678,3.242818509678327,2.294584065530728,37.253222932636554,4.475662260709999,-172.6329449290055,-5.9001009595878156,13.400473994163649,2.53305772424618,3.693993630921996,,,13.208941657369023,14.51376042209913,825.5967418029774,49.93608854294967,80.3455263853136,17.951650885419568,8.0,"cerebellum","purkinje",56.0,"F",310.2274698045373,-70.67621447816016,-51.390662060707584,69.45560155057251,22.495427827329713,2397.1505659885033,15.0,3.5298756061256213,1.8841564530236996,2.06575764290001,2.6182042451839522,6.611114982411957,5.19173618640787,4.806484282474266,"Ethylene glycol",52.535389586424905,2.159591129493893,3.1719659715563027,"Water bath",7.912809146972262,"Standard",1.7933473637272066,77.7359828436892,21.768262182821132,39.44307568766925,42.49105697230083,,51.84482394853351,21.030851061602224,0.0,11/16/23 12:00 AM,"Lab_A","v2.1","Treatment_B","Calcium chelator"
1.3126743857346628,3.6037889879785596,4.6443177683894525,1.7717910020361107,4.510645961466308,14.744474838877391,10.585103214557396,0.1296294714964541,5.530401576498154,83.97299068412435,0.8650747271238388,-80.72267508805392,-8.079763086212377,16.003183731876174,3.880450194105647,12.236056473121423,80.17340719012368,1043.4833151373427,13.015329542660204,0.11213917968200247,1030.8193262795824,97.38396550181253,4.387882768142661,5.072258650684773,9.0,"cerebellum","glial",27.0,"M",248.4211876564921,-67.59970209956658,-57.56401883491425,71.64752131630456,19.32599564246395,1909.054040743314,28.0,3.9373628954306947,,1.5915351690847486,,5.6289641080405275,2.2843524358500424,7.490223776779726,"Propylene glycol",45.14496414117072,4.980945174869241,3.944560214187894,"Air warming",,"Customized",3.5221747069108678,46.335930639763475,10.0,0.0,0.0,63.75212762648476,0.0,12.562819143972714,0.0,11/17/23 12:00 AM,"Lab_D","v2.0","Treatment_A","Calcium chelator"
0.8879956832544876,3.456433159753417,4.245889589041674,4.389753402920039,4.283075641570607,2.0126384244863704,57.600456987865904,4.241145662764244,6.747793840310985,28.537756738231206,4.621303874605652,-138.83229119565965,-6.950645408718222,6.437044174669347,1.6714553218836028,12.464113711367034,43.08551656394395,934.6753021828865,21.693491844195925,19.599622884099357,5760.04569878659,100.0,46.554487950186065,10.07388590177024,10.0,"striatum","pyramidal",61.0,"M",273.535088122689,-76.8273101109609,-53.9948886242126,111.9971859967129,16.467197105832636,2069.0953183920074,10.0,3.472087607313687,1.1754624321444296,2.171261990558717,1.867402326520667,2.6506899452585966,3.957419947825523,3.8169641550878732,"Propylene glycol",14.337163631167629,4.2085108436442535,4.4001506854135,"Air warming",4.457702368485821,"Controlled",2.961892890314213,66.45077608445591,0.0,15.0,0.0,18.69006670937113,46.33103752384438,12.753165634982327,0.0,11/18/23 12:00 AM,"Lab_D","v1.1","Treatment_B","Antioxidant"
